,Unnamed: 0,question,correct_answer,guess,buzz,sentence_count,guess_word_count,guess_has_paren,guess_length,guess_entity
53,53,".In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina", mitochondria [or mitochondrion],Drosophila_melanogaster,False,3,2,0,23,"{'entity': 'I-MISC', 'score': 0.33656478, 'index': 1, 'word': 'Dr', 'start': 0, 'end': 2}"
54,54,".In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina. In another disease, these organelles take the appearance of ""ragged red fibers"" under a Gomori trichrome stain", mitochondria [or mitochondrion],Drosophila_melanogaster,False,4,2,0,23,"{'entity': 'I-MISC', 'score': 0.33656478, 'index': 1, 'word': 'Dr', 'start': 0, 'end': 2}"
55,55,".In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina. In another disease, these organelles take the appearance of ""ragged red fibers"" under a Gomori trichrome stain. In addition to the aforementioned Kearns-Sayre syndrome, the TIM/TOM complex sees the translocation of proteins into them", mitochondria [or mitochondrion],Drosophila_melanogaster,False,5,2,0,23,"{'entity': 'I-MISC', 'score': 0.33656478, 'index': 1, 'word': 'Dr', 'start': 0, 'end': 2}"
56,56,".In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina. In another disease, these organelles take the appearance of ""ragged red fibers"" under a Gomori trichrome stain. In addition to the aforementioned Kearns-Sayre syndrome, the TIM/TOM complex sees the translocation of proteins into them. Enzymatic abnormalities in these organelles can result in significant oxidative stress, and cytochrome C is found within these structures", mitochondria [or mitochondrion],Drosophila_melanogaster,False,6,2,0,23,"{'entity': 'I-MISC', 'score': 0.33656478, 'index': 1, 'word': 'Dr', 'start': 0, 'end': 2}"
57,57,".In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina. In another disease, these organelles take the appearance of ""ragged red fibers"" under a Gomori trichrome stain. In addition to the aforementioned Kearns-Sayre syndrome, the TIM/TOM complex sees the translocation of proteins into them. Enzymatic abnormalities in these organelles can result in significant oxidative stress, and cytochrome C is found within these structures. It contains inner compartments called cristae", mitochondria [or mitochondrion],Drosophila_melanogaster,False,7,2,0,23,"{'entity': 'I-MISC', 'score': 0.33656478, 'index': 1, 'word': 'Dr', 'start': 0, 'end': 2}"
58,58,".In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina. In another disease, these organelles take the appearance of ""ragged red fibers"" under a Gomori trichrome stain. In addition to the aforementioned Kearns-Sayre syndrome, the TIM/TOM complex sees the translocation of proteins into them. Enzymatic abnormalities in these organelles can result in significant oxidative stress, and cytochrome C is found within these structures. It contains inner compartments called cristae. For 10 points, name these organelles with namesake matrilineal DNA, known as the ""powerhouse"" of the cell", mitochondria [or mitochondrion],Mitochondrion,True,8,1,0,13,"{'entity': 'I-ORG', 'score': 0.7130163, 'index': 1, 'word': 'Mi', 'start': 0, 'end': 2}"
59,59,".In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina. In another disease, these organelles take the appearance of ""ragged red fibers"" under a Gomori trichrome stain. In addition to the aforementioned Kearns-Sayre syndrome, the TIM/TOM complex sees the translocation of proteins into them. Enzymatic abnormalities in these organelles can result in significant oxidative stress, and cytochrome C is found within these structures. It contains inner compartments called cristae. For 10 points, name these organelles with namesake matrilineal DNA, known as the ""powerhouse"" of the cell.", mitochondria [or mitochondrion],Mitochondrion,True,9,1,0,13,"{'entity': 'I-ORG', 'score': 0.7130163, 'index': 1, 'word': 'Mi', 'start': 0, 'end': 2}"
60,60,"In Drosophila, the fuzzy onions gene regulates the fusion of these organelles in sperm, which creates the nebenkern. One disease that affects these organelles results in a ""salt-and-pepper"" pigmentation of the retina. In another disease, these organelles take the appearance of ""ragged red fibers"" under a Gomori trichrome stain. In addition to the aforementioned Kearns-Sayre syndrome, the TIM/TOM complex sees the translocation of proteins into them. Enzymatic abnormalities in these organelles can result in significant oxidative stress, and cytochrome C is found within these structures. It contains inner compartments called cristae. For 10 points, name these organelles with namesake matrilineal DNA, known as the ""powerhouse"" of the cell.", mitochondria [or mitochondrion],Mitochondrion,True,8,1,0,13,"{'entity': 'I-ORG', 'score': 0.7130163, 'index': 1, 'word': 'Mi', 'start': 0, 'end': 2}"
61,61,".At one point in this work, the protagonist walks into a lumber room, where he sees a Whipper preparing to flog the two warders whom the protagonist complained about due to their behavior during an earlier interrogation",The Trial [accept Der Prozess],B._F._Skinner,False,2,3,0,13,"{'entity': 'I-PER', 'score': 0.9936719, 'index': 1, 'word': 'B', 'start': 0, 'end': 1}"
62,62,".At one point in this work, the protagonist walks into a lumber room, where he sees a Whipper preparing to flog the two warders whom the protagonist complained about due to their behavior during an earlier interrogation. Later in this work, the protagonist is made to escort an Italian around the city, but is told by Leni just before leaving his office, ""They're goading you",The Trial [accept Der Prozess],The_Trial,True,3,2,0,9,
63,63,".At one point in this work, the protagonist walks into a lumber room, where he sees a Whipper preparing to flog the two warders whom the protagonist complained about due to their behavior during an earlier interrogation. Later in this work, the protagonist is made to escort an Italian around the city, but is told by Leni just before leaving his office, ""They're goading you."" The novel ends with the protagonist, who had purchased three identical paintings from Titorelli, waving to a figure in a distant house while being stabbed to death in a quarry on the outskirts of his town",The Trial [accept Der Prozess],The_Trial,True,4,2,0,9,
64,64,".At one point in this work, the protagonist walks into a lumber room, where he sees a Whipper preparing to flog the two warders whom the protagonist complained about due to their behavior during an earlier interrogation. Later in this work, the protagonist is made to escort an Italian around the city, but is told by Leni just before leaving his office, ""They're goading you."" The novel ends with the protagonist, who had purchased three identical paintings from Titorelli, waving to a figure in a distant house while being stabbed to death in a quarry on the outskirts of his town. It was edited by Max Brod after its author's death",The Trial [accept Der Prozess],The_Trial,True,5,2,0,9,
65,65,".At one point in this work, the protagonist walks into a lumber room, where he sees a Whipper preparing to flog the two warders whom the protagonist complained about due to their behavior during an earlier interrogation. Later in this work, the protagonist is made to escort an Italian around the city, but is told by Leni just before leaving his office, ""They're goading you."" The novel ends with the protagonist, who had purchased three identical paintings from Titorelli, waving to a figure in a distant house while being stabbed to death in a quarry on the outskirts of his town. It was edited by Max Brod after its author's death. For 10 points, name this novel that describes the titular proceeding concerning an undisclosed crime committed by the protagonist, Josef K",The Trial [accept Der Prozess],The_Trial,True,6,2,0,9,
66,66,".At one point in this work, the protagonist walks into a lumber room, where he sees a Whipper preparing to flog the two warders whom the protagonist complained about due to their behavior during an earlier interrogation. Later in this work, the protagonist is made to escort an Italian around the city, but is told by Leni just before leaving his office, ""They're goading you."" The novel ends with the protagonist, who had purchased three identical paintings from Titorelli, waving to a figure in a distant house while being stabbed to death in a quarry on the outskirts of his town. It was edited by Max Brod after its author's death. For 10 points, name this novel that describes the titular proceeding concerning an undisclosed crime committed by the protagonist, Josef K., written by Franz Kafka?",The Trial [accept Der Prozess],The_Trial,True,7,2,0,9,
67,67,"At one point in this work, the protagonist walks into a lumber room, where he sees a Whipper preparing to flog the two warders whom the protagonist complained about due to their behavior during an earlier interrogation. Later in this work, the protagonist is made to escort an Italian around the city, but is told by Leni just before leaving his office, ""They're goading you."" The novel ends with the protagonist, who had purchased three identical paintings from Titorelli, waving to a figure in a distant house while being stabbed to death in a quarry on the outskirts of his town. It was edited by Max Brod after its author's death. For 10 points, name this novel that describes the titular proceeding concerning an undisclosed crime committed by the protagonist, Josef K., written by Franz Kafka?",The Trial [accept Der Prozess],The_Trial,True,6,2,0,9,
